Date,Multiple Reports,Lease Type,District,RRC Identifier,Field Name,Lease Name,Gas Well ID,Lease Total,Commingle Permit No.,On Hand Beginning of Month,Production,rrc_oil_volume,Code,On Hand End of Month,Formation Production,rrc_gas_volume,Code.1,Normalized_Field_Name,Normalized_Reservoir_Name,Net Oil Volume to Trust (RRC),Net Oil Sales Volume to Trust (RRC),Net Gas Volume to Trust (RRC),Net Gas Sales Volume to Trust (RRC)
May 2021,,Gas,08,36023.0,"GOLDSMITH, EAST (GRAYBURG)",ECTOR -AU- FEE,    2  ,,,115,0,0,,115,0,0,,GOLDSMITH,GRAYBURG,0.0,0.0,0.0,0.0
May 2021,,Oil,08,36820.0,"GOLDSMITH, EAST (QUEEN)",SCHARBAUER -N-,,,,0,0,0,,0,0,0,,GOLDSMITH,QUEEN,0.0,0.0,0.0,0.0
May 2021,,Gas,08,185905.0,"GOLDSMITH, EAST (QUEEN)","SCHARBAUER ""G""",    8  ,,,0,0,0,,0,0,0,,GOLDSMITH,QUEEN,0.0,0.0,0.0,0.0
May 2021,,Oil,08,20084.0,"GOLDSMITH, N. (SAN ANDRES, CON.)",SCHARBAUER -N-,,,,18,0,0,,18,0,0,,GOLDSMITH,"SAN ANDRES, CON.",0.0,0.0,0.0,0.0
May 2021,,Oil,08,3218.0,KERMIT,"WALTON, J. B.",,,5009.0,156,155,164,1.0,147,134,134,2.0,KERMIT,KERMIT,82.0,61.5,67.0,50.25
May 2021,,Oil,08,3264.0,KERMIT (ELLENBURGER),STATE WALTON -E-,,,,185,996,825,1.0,356,"17,945",17945,2.0,KERMIT,ELLENBURGER,412.5,309.375,8972.5,6729.375
May 2021,Y,Oil,08,36172.0,KERMIT (MCKEE),STATE WALTON -E- A/C 4,,,,192,0,155,1.0,32,"1,313",1313,2.0,KERMIT,MCKEE,77.5,58.125,656.5,492.375
May 2021,,Gas,08,159640.0,KERMIT (MCKEE),"STATE-WALTON ""E""",   27  ,,,46,67,0,,113,"1,188",1188,2.0,KERMIT,MCKEE,0.0,0.0,594.0,445.5
May 2021,,Gas,08,176381.0,KERMIT (MCKEE),STATE-WALTON -E- A/C 4,    1M ,,5439.0,0,0,0,,0,0,0,,KERMIT,MCKEE,0.0,0.0,0.0,0.0
May 2021,,Gas,08,177879.0,KERMIT (MCKEE),"STATE-WALTON ""E""",   36M ,,5439.0,0,0,0,,0,823,823,2.0,KERMIT,MCKEE,0.0,0.0,411.5,308.625
May 2021,,Gas,08,178576.0,KERMIT (MCKEE),"STATE-WALTON ""E""",   35M ,,5439.0,0,0,0,,0,755,755,2.0,KERMIT,MCKEE,0.0,0.0,377.5,283.125
May 2021,,Gas,08,178577.0,KERMIT (MCKEE),"STATE-WALTON ""E""",   37M ,,5439.0,0,0,0,,0,"2,973",2973,2.0,KERMIT,MCKEE,0.0,0.0,1486.5,1114.875
May 2021,,Gas,08,202802.0,KERMIT (MCKEE),STATE WALTON -E-,   34M ,,5439.0,0,0,0,,0,"1,647",1647,2.0,KERMIT,MCKEE,0.0,0.0,823.5,617.625
May 2021,,Gas,08,20262.0,KERMIT (YATES),STATE-WALTON,   36 C,,,0,0,0,,0,191,191,2.0,KERMIT,YATES,0.0,0.0,95.5,71.625
May 2021,,Gas,08,39223.0,KERMIT (YATES),"WALTON, J. B.",  300 U,,,0,0,0,,0,271,271,2.0,KERMIT,YATES,0.0,0.0,135.5,101.625
May 2021,,Gas,08,113075.0,KERMIT (YATES),"WALTON, J. B.",  218  ,,,0,0,0,,0,34,34,2.0,KERMIT,YATES,0.0,0.0,17.0,12.75
May 2021,,Gas,08,125356.0,KERMIT (YATES),"WALTON, J. B.",  319  ,,,0,0,0,,0,72,72,2.0,KERMIT,YATES,0.0,0.0,36.0,27.0
May 2021,,Gas,08,125849.0,KERMIT (YATES),STATE WALTON,   76  ,,,0,0,0,,0,172,172,2.0,KERMIT,YATES,0.0,0.0,86.0,64.5
May 2021,,Gas,08,125923.0,KERMIT (YATES),"WALTON, J. B.",  320  ,,,0,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
May 2021,,Gas,08,125924.0,KERMIT (YATES),"WALTON, J. B.",  321  ,,,0,0,0,,0,196,196,2.0,KERMIT,YATES,0.0,0.0,98.0,73.5
May 2021,,Gas,08,126251.0,KERMIT (YATES),"WALTON, J. B.",  324  ,,,0,0,0,,0,275,275,2.0,KERMIT,YATES,0.0,0.0,137.5,103.125
May 2021,,Gas,08,126252.0,KERMIT (YATES),"WALTON, J. B.",  325  ,,,0,0,0,,0,199,199,2.0,KERMIT,YATES,0.0,0.0,99.5,74.625
May 2021,,Gas,08,126253.0,KERMIT (YATES),"WALTON, J. B.",  327  ,,,0,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
May 2021,,Gas,08,126254.0,KERMIT (YATES),"WALTON, J. B.",  328  ,,,0,0,0,,0,146,146,2.0,KERMIT,YATES,0.0,0.0,73.0,54.75
May 2021,,Gas,08,126255.0,KERMIT (YATES),"WALTON, J. B.",  329  ,,,0,0,0,,0,62,62,2.0,KERMIT,YATES,0.0,0.0,31.0,23.25
May 2021,,Gas,08,126354.0,KERMIT (YATES),"WALTON, J. B.",  296  ,,,0,0,0,,0,189,189,2.0,KERMIT,YATES,0.0,0.0,94.5,70.875
May 2021,,Gas,08,128612.0,KERMIT (YATES),STATE-WALTON,   71  ,,,0,0,0,,0,348,348,2.0,KERMIT,YATES,0.0,0.0,174.0,130.5
May 2021,,Gas,08,128948.0,KERMIT (YATES),"WALTON, J. B.",  330  ,,,0,0,0,,0,24,24,2.0,KERMIT,YATES,0.0,0.0,12.0,9.0
May 2021,,Gas,08,128959.0,KERMIT (YATES),"WALTON, J. B.",  335  ,,,0,0,0,,0,19,19,2.0,KERMIT,YATES,0.0,0.0,9.5,7.125
May 2021,,Gas,08,129967.0,KERMIT (YATES),"WALTON, J. B.",  337  ,,,0,0,0,,0,63,63,2.0,KERMIT,YATES,0.0,0.0,31.5,23.625
May 2021,,Gas,08,129968.0,KERMIT (YATES),"WALTON, J. B.",  338  ,,,0,0,0,,0,804,804,2.0,KERMIT,YATES,0.0,0.0,402.0,301.5
May 2021,,Gas,08,130227.0,KERMIT (YATES),"WALTON, J. B.",  332  ,,,0,0,0,,0,23,23,2.0,KERMIT,YATES,0.0,0.0,11.5,8.625
May 2021,,Gas,08,130310.0,KERMIT (YATES),"WALTON, J. B.",  339  ,,,0,0,0,,0,67,67,2.0,KERMIT,YATES,0.0,0.0,33.5,25.125
May 2021,,Gas,08,130375.0,KERMIT (YATES),"WALTON, J. B.",  342  ,,,0,0,0,,0,224,224,2.0,KERMIT,YATES,0.0,0.0,112.0,84.0
May 2021,,Gas,08,130531.0,KERMIT (YATES),STATE-WALTON,   85  ,,,0,0,0,,0,406,406,2.0,KERMIT,YATES,0.0,0.0,203.0,152.25
May 2021,,Gas,08,130657.0,KERMIT (YATES),"WALTON, J. B.",  341  ,,5009.0,0,0,0,,0,44,44,2.0,KERMIT,YATES,0.0,0.0,22.0,16.5
May 2021,,Gas,08,130798.0,KERMIT (YATES),"WALTON, J. B.",  286  ,,,0,0,0,,0,235,235,2.0,KERMIT,YATES,0.0,0.0,117.5,88.125
May 2021,,Gas,08,131342.0,KERMIT (YATES),STATE WALTON,   87  ,,,0,0,0,,0,887,887,2.0,KERMIT,YATES,0.0,0.0,443.5,332.625
May 2021,,Gas,08,131343.0,KERMIT (YATES),STATE WALTON,   86  ,,,0,0,0,,0,186,186,2.0,KERMIT,YATES,0.0,0.0,93.0,69.75
May 2021,,Gas,08,131838.0,KERMIT (YATES),"WALTON, J. B.",  314  ,,,0,0,0,,0,453,453,2.0,KERMIT,YATES,0.0,0.0,226.5,169.875
May 2021,,Gas,08,132004.0,KERMIT (YATES),"WALTON, J. B.",  336  ,,,0,0,0,,0,"1,012",1012,2.0,KERMIT,YATES,0.0,0.0,506.0,379.5
May 2021,,Gas,08,133925.0,KERMIT (YATES),STATE WALTON,   88  ,,,0,0,0,,0,139,139,2.0,KERMIT,YATES,0.0,0.0,69.5,52.125
May 2021,,Gas,08,134801.0,KERMIT (YATES),"WALTON, J. B.",  346  ,,,0,0,0,,0,277,277,2.0,KERMIT,YATES,0.0,0.0,138.5,103.875
May 2021,,Gas,08,150248.0,KERMIT (YATES),"WALTON, J. B.",  194  ,,,0,0,0,,0,212,212,2.0,KERMIT,YATES,0.0,0.0,106.0,79.5
May 2021,,Gas,08,150252.0,KERMIT (YATES),"WALTON, J.B. AC/2",  198  ,,,0,0,0,,0,202,202,2.0,KERMIT,YATES,0.0,0.0,101.0,75.75
May 2021,,Gas,08,151063.0,KERMIT (YATES),STATE WALTON,   67  ,,,0,0,0,,0,471,471,2.0,KERMIT,YATES,0.0,0.0,235.5,176.625
May 2021,,Gas,08,153552.0,KERMIT (YATES),STATE WALTON,   69  ,,,0,0,0,,0,0,0,,KERMIT,YATES,0.0,0.0,0.0,0.0
