"Search Criteria: "

"Filing Operator:",,,"BLACKBEARD OPERATING, LLC (073056)",,,,,,District:,,Statewide
"Prod Month:",,," Jul 2021",,,,,,"Lease Type:",,Both

,,,,,,,,,"Oil/Condensate (Whole Barrels)",,,,,"Gas/Casinghead Gas - MCF",,
,,,,,,,,,,,Disposition,,,,Disposition,
"Multiple Reports","Lease Type",District,"RRC Identifier","Field Name","Lease Name","Gas Well ID","Lease Total","Commingle Permit No.","On Hand Beginning of Month",Production,Volume,Code,"On Hand End of Month","Formation Production",Volume,Code
,Oil,08,24056,"SAND HILLS (JUDKINS)","WADDELL, W.N., ET AL TR. ""I""",,,3803,20,94,96,"   00  ",18,104,104,"   02  "
,Gas,08,020701,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","    5  ",,,1,3,,,4,177,177,"   02  "
,Gas,08,020703,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  178  ",,2375,0,0,,,0,357,357,"   02  "
,Gas,08,020707,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  408  ",,,0,0,,,0,462,462,"   02  "
,Gas,08,020708,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  426  ",,,0,0,,,0,0,,
,Gas,08,020710,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  451  ",,,0,0,,,0,699,699,"   02  "
,Gas,08,020711,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  650  ",,,0,0,,,0,271,271,"   02  "
,Gas,08,020712,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  651  ",,,0,0,,,0,386,386,"   02  "
,Gas,08,020713,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL TR. I","  817  ",,3803,0,0,,,0,617,617,"   02  "
,Gas,08,020717,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  846  ",,2572,3,15,14,"   00  ",4,963,963,"   02  "
,Gas,08,032352,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  890  ",,,0,0,,,0,859,859,"   02  "
,Gas,08,032978,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  894  ",,3152,0,19,18,"   00  ",1,19,19,"   02  "
,Gas,08,033065,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL TR. I","  886  ",,,0,0,,,0,384,384,"   02  "
,Gas,08,040105,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  932  ",,4030,0,0,,,0,155,155,"   02  "
,Gas,08,040371,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  415  ",,,0,0,,,0,234,234,"   02  "
,Gas,08,042689,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  943  ",,4030,0,0,,,0,952,952,"   02  "
,Gas,08,042774,"SAND HILLS (JUDKINS)","MCKNIGHT GAS UNIT"," A  8  ",,,0,0,,,0,0,,
,Gas,08,042775,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL TR. I","  802  ",,3803,0,0,,,0,360,360,"   02  "
,Gas,08,047223,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  966  ",,4030,1,20,20,"   00  ",1,464,464,"   02  "
,Gas,08,047967,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  930  ",,2572,0,0,,,0,0,,
,Gas,08,047968,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  279  ",,,0,0,,,0,704,704,"   02  "
,Gas,08,047970,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  609  ",,,0,0,,,0,878,878,"   02  "
,Gas,08,048184,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL","  411  ",,,0,0,,,0,0,,
,Gas,08,050504,"SAND HILLS (JUDKINS)","WADDELL, W.N. ET AL"," 1010  ",,,0,0,,,0,"1,663","1,663","   02  "
